,Time,U_mpers,V_mpers,date,ws_mpers_CTRL,ws_dir_degree_CTRL,dirn_CTRL,scenario
3097,1,-0.3386513,4.4387370000000015,2006-08-17,4.451636874022936,184.36290171168832,South,CTRL
3098,2,-0.31776744,3.8371315,2006-08-17,3.8502667822134615,184.73407863594787,South,CTRL
3099,3,-1.5936245,2.492064,2006-08-17,2.9580436148062876,212.59809215202532,South_East,CTRL
3100,4,-2.6696653,3.0211525000000004,2006-08-17,4.031683921425431,221.4656778716523,South_East,CTRL
3101,5,-3.6236742,3.1243117,2006-08-17,4.7845938496911655,229.2322712834153,South_East,CTRL
3102,6,-3.9741323,3.3241935,2006-08-17,5.181118601551748,230.08894461765695,South_East,CTRL
3103,7,-3.9791057,3.383203,2006-08-17,5.222963211720095,229.62741293837965,South_East,CTRL
3104,8,-5.136067400000001,4.046549,2006-08-17,6.538634960505424,231.76651592684092,South_East,CTRL
3105,9,-5.1575065,3.3940797,2006-08-17,6.174111296979861,236.65166930621322,South_East,CTRL
3106,10,-5.2984934,2.7618468,2006-08-17,5.975100840698323,242.46916099140563,South_East,CTRL
3107,11,-5.593387,2.7223825,2006-08-17,6.220718978387888,244.04714189784588,East,CTRL
3108,12,-5.47748,2.2573628,2006-08-17,5.924396506077547,247.60260678239936,East,CTRL
3109,13,-5.1647005,1.8544314,2006-08-17,5.487535610090035,250.2488753583543,East,CTRL
3110,14,-5.074918,0.871225,2006-08-17,5.149157766795362,260.258832424317,East,CTRL
3111,15,-6.323085,0.03963429,2006-08-17,6.323209216384414,269.64086394526896,East,CTRL
3112,16,-7.786268700000001,0.87077814,2006-08-17,7.834809176853101,263.61883587161674,East,CTRL
3113,17,-6.399319599999999,2.1092691,2006-08-17,6.737975028089593,251.75734919012234,East,CTRL
3114,18,-7.0855665,2.4134772,2006-08-17,7.485327302185395,251.19019170170557,East,CTRL
3115,19,-7.193535000000002,2.7784808,2006-08-17,7.711478545142537,248.88109940044356,East,CTRL
3116,20,-6.817711999999998,3.5310931000000005,2006-08-17,7.677878313428234,242.61903532551693,East,CTRL
3117,21,-6.988925,3.37107,2006-08-17,7.759457816144438,244.24991513556546,East,CTRL
3118,22,-7.01576,3.7548122,2006-08-17,7.957355278914524,241.8444535565932,South_East,CTRL
3119,23,-7.0588627000000015,3.44872,2006-08-17,7.856284888918636,243.96144003376637,East,CTRL
120,0,-7.146081,3.6186347,2006-08-18,8.010055602216822,243.14324402576693,East,CTRL
121,1,-7.7039485,2.5801845,2006-08-18,8.12454149750572,251.48341844545124,East,CTRL
122,2,-8.007465,2.2818053,2006-08-18,8.326231509712727,254.09458050222122,East,CTRL
123,3,-8.429041,2.68034,2006-08-18,8.844939496417203,252.35992268053937,East,CTRL
124,4,-8.520986,2.6031084,2006-08-18,8.909734886872144,253.01241290866392,East,CTRL
125,5,-8.79904,2.8435016,2006-08-18,9.247086366569881,252.09121991923104,East,CTRL
126,6,-9.327457,2.9218574,2006-08-18,9.77439024966692,252.60665883418332,East,CTRL
127,7,-9.709815,3.4564662000000004,2006-08-18,10.306680645385665,250.40546425171533,East,CTRL
128,8,-9.926672,3.2303286,2006-08-18,10.439053590223683,251.97412279574323,East,CTRL
129,9,-10.2999,3.4830870000000003,2006-08-18,10.87289451156264,251.31615625492816,East,CTRL
130,10,-10.610082,3.6019309999999995,2006-08-18,11.204809100358872,251.24857894146305,East,CTRL
131,11,-10.001841,2.0562065,2006-08-18,10.21101408087969,258.3828320534463,East,CTRL
132,12,-10.506727,1.5803771,2006-08-18,10.624919012902328,261.445939913353,East,CTRL
133,13,-10.783737,1.3389707,2006-08-18,10.866546195577852,262.9220525916441,East,CTRL
134,14,-10.45244,1.8146163,2006-08-18,10.608785711372704,260.15121654671975,East,CTRL
135,15,-9.496498,1.4371123,2006-08-18,9.604622117856344,261.39467962275353,East,CTRL
136,16,-8.245009,2.6413908,2006-08-18,8.657777934805537,252.2364955460361,East,CTRL
137,17,2.133884,4.2460785,2006-08-18,4.75211990101452,153.31799886160644,South_West,CTRL
138,18,-1.7333368999999998,5.6501737,2006-08-18,5.910069343846424,197.05474935637943,South,CTRL
139,19,-5.718208,6.4860196,2006-08-18,8.646753898593861,221.40006228068592,South_East,CTRL
140,20,-6.0239077000000005,4.999328599999999,2006-08-18,7.82820224757238,230.31022612541392,South_East,CTRL
141,21,-6.8337336,7.402755,2006-08-18,10.074755406747798,222.71115048494664,South_East,CTRL
142,22,-5.643653400000002,5.896717,2006-08-18,8.16223591164949,223.74378791000714,South_East,CTRL
143,23,-5.208069999999998,6.033109,2006-08-18,7.970093934878119,220.80234006124167,South_East,CTRL
4200,0,-0.6839050999999999,4.0624347,2006-08-19,4.119599722979175,189.55605841350618,South,CTRL
4201,1,3.612757,3.8634691,2006-08-19,5.289461846700836,136.92067012555066,South_West,CTRL
4202,2,5.2067510000000015,4.8682423,2006-08-19,7.1281160952603955,133.0756486970661,South_West,CTRL
4203,3,3.6875036,5.1086836,2006-08-19,6.300502434323942,144.17783765445938,South_West,CTRL
4204,4,3.133844,6.349528299999999,2006-08-19,7.080782996875196,153.73110820275676,South_West,CTRL
4205,5,2.770058,7.749242,2006-08-19,8.22945763084834,160.32997066380426,South,CTRL
4206,6,0.73534065,7.1917944,2006-08-19,7.229289907274004,174.1619566581453,South,CTRL
4207,7,2.1711764,9.466112,2006-08-19,9.711914505207558,167.08190082636264,South,CTRL
4208,8,2.8496962000000003,11.117277,2006-08-19,11.476698842743215,165.6228979911303,South,CTRL
4209,9,3.856666,10.401049,2006-08-19,11.09304705371599,159.65542768346168,South,CTRL
4210,10,4.576336,9.488088,2006-08-19,10.534071628797669,154.25085424025409,South_West,CTRL
4211,11,3.9954612,9.86523,2006-08-19,10.64361184718822,157.95183774072822,South,CTRL
4212,12,5.1138077000000015,9.184179,2006-08-19,10.511906254177703,150.89066899838778,South_West,CTRL
4213,13,5.6012545,8.767025,2006-08-19,10.403594538638808,147.4254804427152,South_West,CTRL
4214,14,5.4171104,7.6223583,2006-08-19,9.351226183734786,144.59908946868336,South_West,CTRL
4215,15,4.751563,6.571248,2006-08-19,8.109170809674254,144.12991759825988,South_West,CTRL
4216,16,5.6275473,7.177487400000001,2006-08-19,9.120614781411177,141.90159035990857,South_West,CTRL
4217,17,5.755687,5.411416,2006-08-19,7.900085820231639,133.2341857409412,South_West,CTRL
4218,18,4.9446254000000005,3.7249389,2006-08-19,6.190677681406001,126.99184275818376,South_West,CTRL
4219,19,4.1243143,2.395052,2006-08-19,4.769302100715417,120.14438652741633,South_West,CTRL
4220,20,2.4895077000000003,2.634027,2006-08-19,3.624327085831009,136.61571091914197,South_West,CTRL
4221,21,1.4124165000000002,3.1070952000000003,2006-08-19,3.413057419870825,155.55450932518409,South_West,CTRL
4222,22,0.9598076,4.3167295,2006-08-19,4.4221470130682015,167.46443347065244,South,CTRL
4223,23,1.6273401,5.3932400000000005,2006-08-19,5.633406917547144,163.20949377015742,South,CTRL
4872,0,0.3127735,3.4022274,2006-08-20,3.416574094559199,174.7474496534864,South,CTRL
4873,1,0.83264613,4.6595297,2006-08-20,4.7333409557083534,169.86833048317726,South,CTRL
4874,2,0.16177623,3.551077,2006-08-20,3.554760105622039,177.39158269219254,South,CTRL
4875,3,0.3153937,2.891396,2006-08-20,2.9085467186922904,173.77478423725393,South,CTRL
4876,4,-1.2249138000000002,2.874793,2006-08-20,3.1248757751756213,203.07825514205743,South_East,CTRL
4877,5,-1.3430703000000002,1.6841987,2006-08-20,2.1541502017788314,218.57073516406834,South_East,CTRL
4878,6,-1.7551723999999995,1.4579175,2006-08-20,2.281699715240375,230.28560053224146,South_East,CTRL
4879,7,-2.188284,2.359547,2006-08-20,3.218081557366904,222.84336478918564,South_East,CTRL
4880,8,-4.2847147,4.485771,2006-08-20,6.203299245146657,223.68677054730517,South_East,CTRL
4881,9,-3.6963215,3.1760454,2006-08-20,4.873403021936869,229.3293483351005,South_East,CTRL
4882,10,-3.686517700000001,4.062591599999998,2006-08-20,5.485896759947624,222.22154462921188,South_East,CTRL
4883,11,-0.35715598,4.7769685,2006-08-20,4.790301498240169,184.27583463165075,South,CTRL
4884,12,-0.55255806,2.8972604,2006-08-20,2.949481011140625,190.79763540818183,South,CTRL
4885,13,-1.6653080000000002,2.5058122000000003,2006-08-20,3.0087116040811956,213.60714333103567,South_East,CTRL
4886,14,-1.6278969,3.18941,2006-08-20,3.5808357216060065,207.040080389033,South_East,CTRL
4887,15,-0.08862382,2.0498106,2006-08-20,2.051725536553014,182.4756484699169,South,CTRL
4888,16,-0.08053386,1.0651237,2006-08-20,1.0681639382174393,184.32389902619536,South,CTRL
4889,17,-1.4299982,0.040885195,2006-08-20,1.4305825565738695,268.36229785085567,East,CTRL
4890,18,-1.9545755,0.024249934,2006-08-20,1.9547259256732783,269.2891819280816,East,CTRL
4891,19,-0.89974964,0.08190691,2006-08-20,0.9034700640230853,264.7985298308355,East,CTRL
4892,20,-0.22575888,0.5960003,2006-08-20,0.6373252148620392,200.74618037135204,South,CTRL
4893,21,0.34104297,0.01002492,2006-08-20,0.34119027888764253,91.68371820487108,West,CTRL
4894,22,0.8097095,0.58364165,2006-08-20,0.9981317798792765,125.78420492915973,South_West,CTRL
4895,23,0.70747036,0.315713,2006-08-20,0.7747186641920598,114.04911165020533,South_West,CTRL
8688,0,1.02481,-0.7303419,2006-08-21,1.2584255349426163,54.52401791623781,North_West,CTRL
8689,1,1.7684209,-1.040803,2006-08-21,2.051970605141752,59.521087872825866,West,CTRL
8690,2,2.196205,-1.6684268,2006-08-21,2.7580725858800816,52.77656163207635,North_West,CTRL
8691,3,1.98749,-1.9103303,2006-08-21,2.756715138565842,46.134056340243376,North_West,CTRL
8692,4,2.1796553,-3.3605127,2006-08-21,4.005489087949108,32.9677631391487,North_West,CTRL
8693,5,1.9453557,-2.6756148,2006-08-21,3.308069430574505,36.019725774129434,North_West,CTRL
8694,6,2.2292614,-1.1873972,2006-08-21,2.5257708724462318,61.958381561859056,West,CTRL
8695,7,2.6865096,-0.75010294,2006-08-21,2.7892630301728096,74.39968379697908,West,CTRL
8696,8,2.7369666,-1.4359491000000002,2006-08-21,3.0907824231586365,62.31625700777168,West,CTRL
8697,9,3.318399,-2.6996498,2006-08-21,4.277836014370004,50.87027203380635,North_West,CTRL
8698,10,2.6799512,-2.3158507,2006-08-21,3.5419349089264656,49.1684204535255,North_West,CTRL
8699,11,2.5283442000000003,-3.9397907,2006-08-21,4.681289902738361,32.69014875176316,North_West,CTRL
8700,12,1.3409194,-3.8195643,2006-08-21,4.048102799970728,19.34444317054796,North,CTRL
8701,13,1.9712849,-4.6585493,2006-08-21,5.058462784038102,22.93585783673265,North_West,CTRL
8702,14,3.063708,-5.328469999999999,2006-08-21,6.146454201420848,29.897590681159677,North_West,CTRL
8703,15,4.0353036,-4.453367,2006-08-21,6.009671603412449,42.18048546449611,North_West,CTRL
8704,16,4.131856,-4.862602,2006-08-21,6.380997744486359,40.35526148541431,North_West,CTRL
8705,17,2.6975322,-5.6538553,2006-08-21,6.264404179439169,25.506451957259884,North_West,CTRL
8706,18,5.860132,-5.2014747,2006-08-21,7.835590986783581,48.40762225717213,North_West,CTRL
8707,19,5.540212599999999,-6.035286,2006-08-21,8.192596215791106,42.551004850781005,North_West,CTRL
8708,20,4.6749306,-5.020607,2006-08-21,6.860136351652593,42.95809020772905,North_West,CTRL
8709,21,5.8194947,-5.145493,2006-08-21,7.768051028177987,48.51746182230034,North_West,CTRL
8710,22,6.335532,-4.930129,2006-08-21,8.027772896617405,52.11097138359955,North_West,CTRL
8711,23,6.808817,-7.0369496,2006-08-21,9.791764325821429,44.056039808392605,North_West,CTRL
528,0,6.380746,-8.277645,2006-08-22,10.45147483671759,37.62649984896746,North_West,CTRL
529,1,6.951314,-6.315461599999999,2006-08-22,9.391795437916572,47.743982603504215,North_West,CTRL
530,2,8.059563,-6.1260815000000015,2006-08-22,10.123508793674814,52.76149983039534,North_West,CTRL
531,3,7.899703999999999,-6.731273700000001,2006-08-22,10.378601491141652,49.56595241040801,North_West,CTRL
532,4,7.8293715,-6.851152000000001,2006-08-22,10.403717691869396,48.81220172456981,North_West,CTRL
533,5,7.592389,-6.140423999999999,2006-08-22,9.76469034978053,51.03543767816494,North_West,CTRL
534,6,8.987903,-7.248483,2006-08-22,11.546553864192466,51.11483097453645,North_West,CTRL
535,7,7.692541999999999,-7.388557400000002,2006-08-22,10.666113766262704,46.15473520433413,North_West,CTRL
536,8,7.3039637000000015,-5.5649357,2006-08-22,9.182395933309138,52.69599724401623,North_West,CTRL
537,9,7.821691499999999,-6.692203,2006-08-22,10.293902997132879,49.44985705958924,North_West,CTRL
538,10,7.7861385,-4.828446400000002,2006-08-22,9.161760059009143,58.195556635801964,West,CTRL
539,11,7.100606,-3.450211,2006-08-22,7.894463978748462,64.08470984390235,West,CTRL
540,12,7.69158,-4.5636134,2006-08-22,8.943543490197806,59.31824761231486,West,CTRL
541,13,8.130312,-4.2163916,2006-08-22,9.158598765198448,62.588679852206255,West,CTRL
542,14,7.491339999999999,-4.2592115,2006-08-22,8.617485572795132,60.3795460859596,West,CTRL
543,15,8.183243,-4.7187066,2006-08-22,9.446251001002066,60.03094418572929,West,CTRL
544,16,8.098984,-4.956061,2006-08-22,9.495055685354194,58.53602975516052,West,CTRL
545,17,7.921128299999999,-5.2022247,2006-08-22,9.476677443827608,56.70497270315009,North_West,CTRL
546,18,7.6831,-4.852399,2006-08-22,9.087122848580897,57.72480993799208,West,CTRL
547,19,8.2183275,-4.1889377,2006-08-22,9.22432143584218,62.991749972438086,West,CTRL
548,20,7.508959299999999,-4.300804,2006-08-22,8.65340307714095,60.19780251889828,West,CTRL
549,21,7.731621,-4.237176,2006-08-22,8.816553960738684,61.275847109663516,West,CTRL
550,22,7.7913823,-4.7040690000000005,2006-08-22,9.10131327345204,58.878401899249404,West,CTRL
551,23,6.9195423,-5.55239,2006-08-22,8.87181494135159,51.25569054320998,North_West,CTRL
4440,0,7.2305417,-5.1761875,2006-08-23,8.892336605785632,54.40194854125357,North_West,CTRL
4441,1,8.484909,-3.8341641,2006-08-23,9.310987868320408,65.68272177715792,West,CTRL
4442,2,8.824542999999998,-2.6057158,2006-08-23,9.201212636887522,73.54915510875823,West,CTRL
4443,3,8.974667,-2.2492933,2006-08-23,9.252241247952515,75.9299536739568,West,CTRL
4444,4,9.189747,-1.3549438,2006-08-23,9.289096975765053,81.61269178283551,West,CTRL
4445,5,8.211988,-3.766223,2006-08-23,9.034444232927282,65.36262654587561,West,CTRL
4446,6,7.918607700000001,-2.4898937,2006-08-23,8.300838424147226,72.54498598503609,West,CTRL
4447,7,7.3360386,-2.495362,2006-08-23,7.7488253207653335,71.21420402944729,West,CTRL
4448,8,7.307336,-2.8307467,2006-08-23,7.836471546331097,68.82441808486121,West,CTRL
4449,9,6.6581492,-2.4360060000000003,2006-08-23,7.089786738788174,69.9040268904069,West,CTRL
4450,10,5.7797112,-3.0756364,2006-08-23,6.547106293654503,61.98060965858656,West,CTRL
4451,11,6.6199365000000014,-2.8975296000000004,2006-08-23,7.226287916137056,66.36112541693922,West,CTRL
4452,12,4.622083,-3.240718,2006-08-23,5.644989319247026,54.964243313772556,North_West,CTRL
4453,13,5.495385,-3.4172177,2006-08-23,6.471215736429924,58.12524277385151,West,CTRL
4454,14,5.015657,-1.5997313999999998,2006-08-23,5.2645945422031275,72.31004592776134,West,CTRL
4455,15,3.8509078,-2.0659537,2006-08-23,4.370086449333071,61.78711589865537,West,CTRL
4456,16,4.4318733,-1.9642596,2006-08-23,4.8476609538462005,66.09650235816252,West,CTRL
4457,17,3.811061,-1.6774273000000002,2006-08-23,4.163886200715179,66.24344657511818,West,CTRL
4458,18,4.101742,-0.59932435,2006-08-23,4.1452957808903,81.68707643546733,West,CTRL
4459,19,3.8983493,0.36484694,2006-08-23,3.915385109339547,95.34674370393431,West,CTRL
4460,20,3.359547,-0.3247998,2006-08-23,3.3752112460243198,84.47782705806127,West,CTRL
4461,21,3.1740968,-0.011375074,2006-08-23,3.174117182474325,89.79466885138947,West,CTRL
4462,22,1.9091918,0.8190602,2006-08-23,2.0774679156153724,113.21976111192473,South_West,CTRL
4463,23,1.2351098,0.6312591999999999,2006-08-23,1.3870776458586158,117.07137616727782,South_West,CTRL
8136,0,0.43235484,0.45793372,2006-08-24,0.6297888531757798,136.6457122722161,South_West,CTRL
8137,1,-0.17891154,1.4481912,2006-08-24,1.4592008398101377,187.04271462074996,South,CTRL
8138,2,0.7515925999999999,0.2024796,2006-08-24,0.7783889932359783,105.07756799803698,West,CTRL
8139,3,0.9239043,1.2433555,2006-08-24,1.5490423025013682,143.38494445911695,South_West,CTRL
8140,4,0.81798923,1.0014435,2006-08-24,1.2930566360713838,140.757700962304,South_West,CTRL
8141,5,0.40320307,0.9408865,2006-08-24,1.0236406212825255,156.8031587542584,South_West,CTRL
8142,6,0.6035579000000001,0.45972878,2006-08-24,0.7587046130166195,127.29644813539545,South_West,CTRL
8143,7,-0.39430782,-0.8601785,2006-08-24,0.9462482278849468,335.37316883880567,North_East,CTRL
8144,8,-0.5178166000000001,-0.88859844,2006-08-24,1.0284654679696317,329.7691868397014,North_East,CTRL
8145,9,-0.59918255,-0.984128,2006-08-24,1.1521838605919206,328.665015557474,North_East,CTRL
8146,10,-0.7122791,-0.9618883,2006-08-24,1.1969004210767495,323.48002082327326,North_East,CTRL
8147,11,-0.8103558000000001,-0.9529364,2006-08-24,1.250905394120035,319.62290451161806,North_East,CTRL
8148,12,-0.28900588,-1.0856008999999998,2006-08-24,1.1234116399412033,345.09261611493326,North,CTRL
8149,13,-0.4258092000000001,-1.0717305,2006-08-24,1.1532214615740075,338.3315826474377,North,CTRL
8150,14,-0.27387738,-0.42286885,2006-08-24,0.5038123495667677,327.07027996945595,North_East,CTRL
8151,15,-0.49432486,-0.49967954,2006-08-24,0.7028774501352502,315.3086481276726,North_East,CTRL
8152,16,-0.16056493,0.08541564,2006-08-24,0.18187063617449217,241.98838616530927,South_East,CTRL
8153,17,0.12952858,-0.04488317,2006-08-24,0.13708447025854278,70.88819980301818,West,CTRL
8154,18,-0.060288932,-0.25969857,2006-08-24,0.26660476849026077,346.93031283135736,North,CTRL
8155,19,0.42604697,0.0757882,2006-08-24,0.43273533701954703,100.08666186026866,West,CTRL
8156,20,0.51475906,-0.263434,2006-08-24,0.5782511238277741,62.89836988650702,West,CTRL
8157,21,0.2670645,-0.7087469,2006-08-24,0.7573939631525062,20.647022731642934,North,CTRL
8158,22,-0.013946652,-0.12774713,2006-08-24,0.12850618010526188,353.76947204751536,North,CTRL
8159,23,0.31693262,0.38622472,2006-08-24,0.4996156722513244,140.62799775903582,South_West,CTRL
5424,0,0.4880373,0.55813986,2006-08-25,0.7414179047690376,138.83356231071525,South_West,CTRL
5425,1,0.044878952,0.3300465,2006-08-25,0.3330837920026556,172.25654598916958,South,CTRL
5426,2,0.56147337,-1.0486143,2006-08-25,1.1894722760046352,28.166519104829433,North_West,CTRL
5427,3,0.022726871,0.18840668,2006-08-25,0.1897724630552943,173.12183319410292,South,CTRL
5428,4,-0.28247088,0.359272,2006-08-25,0.4570187830187884,218.17553647822436,South_East,CTRL
5429,5,-0.6673968000000001,0.9251051,2006-08-25,1.1407181661989303,215.80773854776558,South_East,CTRL
5430,6,-0.19588222,1.5441201,2006-08-25,1.5564950135918003,187.22974549756918,South,CTRL
5431,7,-0.13537142,1.1068532,2006-08-25,1.1151006356840876,186.9728144096805,South,CTRL
5432,8,0.19104512,1.5795231,2006-08-25,1.5910347140491388,173.10350993203417,South,CTRL
5433,9,-0.028879873,0.7712478,2006-08-25,0.7717883233564344,182.14447560742673,South,CTRL
5434,10,-0.20353702,0.6687654000000001,2006-08-25,0.6990525579294025,196.927491449998,South,CTRL
5435,11,0.33436286,0.16563761,2006-08-25,0.3731411797080184,116.35302372243231,South_West,CTRL
5436,12,-0.6574923,0.42959246,2006-08-25,0.7853953184531607,236.84019361523636,South_East,CTRL
5437,13,-0.029919468,0.24420325,2006-08-25,0.24602927036425062,186.98499380517163,South,CTRL
5438,14,0.9237026,1.3223063999999998,2006-08-25,1.6129850305342945,145.0636163089016,South_West,CTRL
5439,15,1.6447923,1.4442954,2006-08-25,2.188910896450664,131.28643248636854,South_West,CTRL
5440,16,1.2312312,0.6585751,2006-08-25,1.396299190787365,118.1419476651287,South_West,CTRL
5441,17,1.2038305,0.1450056,2006-08-25,1.2125322662764937,96.86838695452279,West,CTRL
5442,18,2.0292213,-1.0569291,2006-08-25,2.2879768807399476,62.48704219855249,West,CTRL
5443,19,1.539839,-0.5356947,2006-08-25,1.63035976322071,70.81772164923541,West,CTRL
5444,20,1.1141733,-2.1824307000000003,2006-08-25,2.450384847883161,27.045195188404854,North_West,CTRL
5445,21,1.1466079,-2.081635,2006-08-25,2.3765340202840375,28.846888395922896,North_West,CTRL
5446,22,0.68180716,-1.8648709,2006-08-25,1.9855992740465223,20.082692981900863,North,CTRL
5447,23,1.1615165,-1.7743087,2006-08-25,2.1206819522662843,33.20997937551067,North_West,CTRL
3744,0,0.49172753,-1.900824,2006-08-26,1.963397016075939,14.50398412740401,North,CTRL
3745,1,-0.8416849000000001,-1.6948822,2006-08-26,1.8923686593169022,333.5908316559208,North_East,CTRL
3746,2,-2.393011,-1.246649,2006-08-26,2.698265252958278,297.5174473230917,North_East,CTRL
3747,3,0.06748602,-1.5244886999999998,2006-08-26,1.5259817034693208,2.534712992126188,North,CTRL
3748,4,-0.61101276,0.04435156,2006-08-26,0.6126203177803127,265.8483547013926,East,CTRL
3749,5,0.3619517,-1.2243421,2006-08-26,1.2767233885870894,16.46923620035976,North,CTRL
3750,6,0.2949502,-0.95591855,2006-08-26,1.0003878721346748,17.14769396718303,North,CTRL
3751,7,0.24505031,-1.4130061,2006-08-26,1.4340975884047453,9.838652062088912,North,CTRL
3752,8,-1.0262208000000002,-1.2032629,2006-08-26,1.5814457742423702,319.54029948999727,North_East,CTRL
3753,9,-1.6915238,-0.57199687,2006-08-26,1.7856184321562758,288.6832122124518,East,CTRL
3754,10,-0.7849103000000001,0.020256974,2006-08-26,0.7851716525968871,268.5216380314141,East,CTRL
3755,11,-0.78563154,-0.800416,2006-08-26,1.121553694523259,315.53407139782064,North_East,CTRL
3756,12,-0.24933766,-1.3883623,2006-08-26,1.4105740479519555,349.8187149956443,North,CTRL
3757,13,0.16054925,-1.8509824,2006-08-26,1.8579321588220927,4.957275327613232,North,CTRL
3758,14,-0.10358961,-2.0929186,2006-08-26,2.0954806306730474,357.16644121975463,North,CTRL
3759,15,0.6919632,-2.5290932999999995,2006-08-26,2.622046145715046,15.301719174006976,North,CTRL
3760,16,1.1361427,-2.7222028,2006-08-26,2.949781062908081,22.653779397175867,North_West,CTRL
3761,17,0.72908413,-2.840693,2006-08-26,2.9327632684665934,14.394666348708697,North,CTRL
3762,18,0.6581578,-3.2023253,2006-08-26,3.2692597046917107,11.613988542074452,North,CTRL
3763,19,0.8396188,-2.8258133,2006-08-26,2.947911215720435,16.547982521180103,North,CTRL
3764,20,1.0152693000000002,-3.105195,2006-08-26,3.2669569540395678,18.105586641541265,North,CTRL
3765,21,1.2922266000000002,-3.0176826,2006-08-26,3.282721106047591,23.181490099898937,North_West,CTRL
3766,22,2.1507974,-1.9777868000000003,2006-08-26,2.9219120592688963,47.39960729624375,North_West,CTRL
3767,23,2.9063468,-3.0059564,2006-08-26,4.181222979054239,44.03478059554574,North_West,CTRL
1008,0,2.624587,-3.824642700000001,2006-08-27,4.638571838748678,34.459107386636525,North_West,CTRL
1009,1,2.8827384,-2.976422,2006-08-27,4.143581615573483,44.083961324347726,North_West,CTRL
1010,2,3.8647985,-4.108123,2006-08-27,5.640331730379983,43.25194052720155,North_West,CTRL
1011,3,4.073356,-3.6550694,2006-08-27,5.472820243855298,48.09800447652878,North_West,CTRL
1012,4,3.444761,-3.924367,2006-08-27,5.221784627673761,41.276262439855664,North_West,CTRL
1013,5,3.5985584000000004,-3.7124462,2006-08-27,5.170288129892279,44.10754227355666,North_West,CTRL
1014,6,3.6975377,-3.1304739,2006-08-27,4.844755089940306,49.747498103484894,North_West,CTRL
1015,7,4.3914704,-2.0624132,2006-08-27,4.851655437230719,64.84333979473007,West,CTRL
1016,8,4.195606,-1.355279,2006-08-27,4.409069161974781,72.09832829528594,West,CTRL
1017,9,4.5163116,-0.9761249,2006-08-27,4.620594148883298,77.80407513469198,West,CTRL
1018,10,4.592068,0.054013122,2006-08-27,4.592385647348466,90.67389708112051,West,CTRL
1019,11,5.2640457000000005,-0.33402735,2006-08-27,5.274632821556067,86.36919326438334,West,CTRL
1020,12,6.0254545,1.6707414,2006-08-27,6.252797674420964,105.49765986644613,West,CTRL
1021,13,7.7964597000000015,-0.377167,2006-08-27,7.805577416156547,87.2303784440574,West,CTRL
1022,14,8.418301,-3.978897,2006-08-27,9.31125196003255,64.70231234679942,West,CTRL
1023,15,8.017228999999999,-4.181451,2006-08-27,9.042150922421168,62.4553404317961,West,CTRL
1024,16,9.841883,-2.6197467,2006-08-27,10.184583141093693,75.09443232648354,West,CTRL
1025,17,9.101643,-4.1510644,2006-08-27,10.003561413436534,65.48328711366725,West,CTRL
1026,18,9.913164,-3.8581975,2006-08-27,10.637504803284568,68.7340421943829,West,CTRL
1027,19,9.855741,-5.1508226,2006-08-27,11.120548732672852,62.40746201736019,West,CTRL
1028,20,10.110678,-4.9266047,2006-08-27,11.247099336706603,64.02153112741867,West,CTRL
1029,21,9.336382,-4.603114,2006-08-27,10.409451827398021,63.75533188915968,West,CTRL
1030,22,9.8592205,-5.484475,2006-08-27,11.282007573709798,60.91374163156718,West,CTRL
1031,23,9.732693,-4.995379,2006-08-27,10.939795445340375,62.83049157124818,West,CTRL
2448,0,9.667524,-4.294690599999999,2006-08-28,10.57853428601072,66.04734419111507,West,CTRL
2449,1,9.759626,-5.9839554,2006-08-28,11.448057559650247,58.48613587938647,West,CTRL
2450,2,9.261836,-5.30287,2006-08-28,10.672489696776287,60.20667811799542,West,CTRL
2451,3,8.937069000000003,-1.8127718,2006-08-28,9.119064859383132,78.53383509379118,West,CTRL
2452,4,9.5201025,-6.34673,2006-08-28,11.441736463640746,56.30995330694638,North_West,CTRL
2453,5,9.157398,-3.6951904,2006-08-28,9.874835199772003,68.02495405443675,West,CTRL
2454,6,9.376864,-3.8869886,2006-08-28,10.15057923721725,67.48454112420896,West,CTRL
2455,7,9.277901,-4.187772799999999,2006-08-28,10.179238084956104,65.7069774793592,West,CTRL
2456,8,9.244814,-3.74399,2006-08-28,9.974168988677503,67.95290267180242,West,CTRL
2457,9,8.671087,-4.6064672,2006-08-28,9.81872139467481,62.02077177815396,West,CTRL
2458,10,8.657219,-6.12685,2006-08-28,10.605929084076557,54.71235714616953,North_West,CTRL
2459,11,7.480661,-5.489996,2006-08-28,9.279027162204937,53.725358834211306,North_West,CTRL
2460,12,7.9386826,-6.6404815,2006-08-28,10.349815262862666,50.088479915059054,North_West,CTRL
2461,13,7.2397027,-5.5160275,2006-08-28,9.10164021290358,52.695733566054926,North_West,CTRL
2462,14,7.244282000000001,-3.5754774,2006-08-28,8.0785927198637,63.73096270925111,West,CTRL
2463,15,7.3402767,-5.7287464,2006-08-28,9.311186677758956,52.02960918800728,North_West,CTRL
2464,16,6.8965845,-6.632935499999999,2006-08-28,9.568631621752427,46.11637835555828,North_West,CTRL
2465,17,8.549152000000001,-6.328648599999998,2006-08-28,10.636719091025483,53.488703332366924,North_West,CTRL
2466,18,8.543564,-5.434807299999999,2006-08-28,10.12569090038943,57.53838473322684,West,CTRL
2467,19,8.778389,-5.9796157,2006-08-28,10.621483764286772,55.73830264035037,North_West,CTRL
